  -999.00000      3.53834249E-16  3.49944727E-16  3.77745725E-16  3.89403598E-16  3.86901119E-16  3.69828243E-16  3.67112814E-16  3.73250256E-16  3.72220291E-16  3.68468305E-16  3.69828243E-16  3.60744582E-16  3.46417338E-16  3.27793121E-16  3.14484937E-16  3.25686577E-16  3.24190373E-16  3.21810025E-16  3.19153835E-16  3.22106963E-16  3.22997724E-16  3.12463890E-16  3.11601584E-16  3.03948165E-16  2.86813509E-16  2.88668643E-16  2.87342587E-16  3.76703980E-16  4.25402604E-16  3.00054089E-16  2.77459671E-16  2.65216127E-16  2.64240954E-16  2.52813315E-16  2.47513986E-16  2.54448512E-16  2.54682902E-16  2.52347897E-16  2.44118072E-16  2.29086704E-16  2.27824070E-16  2.21207445E-16  2.21003946E-16  2.22638216E-16  2.18574562E-16  2.12031326E-16  2.06633185E-16  1.94267192E-16  1.93374790E-16  1.57180873E-16  2.33560699E-17   0.0000000       0.0000000      -999.00000      3.49622749E-16  3.13905884E-16  -999.00000      3.51884141E-16  3.49301061E-16  3.91922304E-16  3.71534962E-16  3.22403663E-16  4.23058096E-16  1.62031738E-16
  -999.00000      4.88840085E-18  6.44621893E-18  5.91458374E-18  6.45577121E-18  5.70158598E-18  6.47186318E-18  5.40997421E-18  5.50041896E-18  5.48524061E-18  6.10869284E-18  6.13123889E-18  5.64838627E-18  5.74311830E-18  5.73626346E-18  5.79302583E-18  5.99936769E-18  5.97180644E-18  5.63156100E-18  5.58507841E-18  5.34008572E-18  5.35485378E-18  5.46800713E-18  5.45291729E-18  5.31898558E-18  5.28330018E-18  5.58334630E-18  5.29304561E-18  5.55131497E-18  6.26896446E-18  5.25083996E-18  4.59989597E-18  5.12973493E-18  4.86749799E-18  5.35554158E-18  4.78734419E-18  4.68711472E-18  4.69143219E-18  4.88084083E-18  4.72166191E-18  4.85292266E-18  4.40650817E-18  4.88974956E-18  4.68169916E-18  4.92137682E-18  4.63023571E-18  4.29633681E-18  4.56758836E-18  4.29424032E-18  4.63072375E-18  4.19829854E-18  1.20465714E-18      -999.000000      -999.000000  -999.00000      1.93208670E-18  1.73470797E-18  -999.00000      5.83375041E-18  6.75608078E-18  4.69265889E-18  4.79074845E-18  4.45417114E-18  6.62406483E-18  2.23855112E-18
  -999.00000      2.61336293E-16  2.69401555E-16  2.86813509E-16  2.99777983E-16  3.11601584E-16  2.88403019E-16  2.89201136E-16  3.01161982E-16  3.02551910E-16  2.94035497E-16  2.86285992E-16  2.75930485E-16  2.75676587E-16  2.63511738E-16  2.53512885E-16  2.58702020E-16  2.58940301E-16  2.53980103E-16  2.49344292E-16  2.47513986E-16  2.48656660E-16  2.39000934E-16  2.36156650E-16  2.31206457E-16  2.18574562E-16  2.14387586E-16  2.14190307E-16  2.36591866E-16  2.47741890E-16  2.11640923E-16  2.00262597E-16  1.95164081E-16  1.92132073E-16  1.83315651E-16  1.77174027E-16  1.77827950E-16  1.76197583E-16  1.77664300E-16  1.71711723E-16  1.59074230E-16  1.51355973E-16  1.42560780E-16  1.39958708E-16  1.47910746E-16  1.48456632E-16  1.46015761E-16  1.40734339E-16  1.32800645E-16  1.31704293E-16  1.30496808E-16  1.29300347E-16  9.72746666E-17  1.04231747E-17  -999.00000      2.77715210E-16  2.26568820E-16  -999.00000      2.57276226E-16  2.67670273E-16  3.03389096E-16  2.92414964E-16  2.58940301E-16  2.47058653E-16  1.32678222E-16
  -999.00000      4.57329218E-18  4.71443194E-18  5.01913467E-18  5.52211384E-18  5.16592118E-18  5.57820868E-18  4.79455348E-18  4.71546716E-18  4.73723028E-18  5.41633357E-18  5.27358205E-18  4.82868544E-18  4.82424265E-18  5.09676847E-18  5.13686770E-18  5.24201394E-18  5.24684261E-18  4.67848598E-18  5.05240057E-18  4.55937570E-18  4.80944522E-18  5.06294381E-18  4.35016559E-18  4.68487761E-18  4.63023571E-18  4.54153961E-18  4.34008433E-18  4.57609219E-18  5.01993125E-18  4.67828374E-18  4.24231902E-18  4.49381915E-18  4.24704388E-18  4.22099885E-18  4.07958282E-18  3.93085367E-18  4.21938296E-18  4.09087135E-18  3.79565638E-18  3.66281903E-18  3.48510010E-18  3.41388647E-18  3.60938854E-18  3.40577059E-18  3.55507379E-18  3.36213722E-18  3.37014888E-18  3.54710308E-18  3.76042758E-18  3.60575970E-18  3.33452035E-18  3.04617160E-18  7.68007834E-19  -999.00000      1.53471100E-18  1.46074306E-18  -999.00000      4.73920311E-18  5.91680224E-18  4.47090707E-18  4.57851004E-18  4.53136364E-18  4.55098850E-18  2.19962049E-18
  -999.00000      5.74910219E-16  6.17163028E-16  7.13180936E-16  7.56484649E-16  7.77677890E-16  7.38583878E-16  7.48858070E-16  7.89223478E-16  7.89223478E-16  7.76962253E-16  7.59976013E-16  7.33837423E-16  7.37224019E-16  7.11212908E-16  6.94384534E-16  7.15813038E-16  7.15813038E-16  6.95664136E-16  6.66806412E-16  6.43872307E-16  6.24597384E-16  6.00343336E-16  5.95387982E-16  5.77563550E-16  5.43500173E-16  5.34564293E-16  5.32598594E-16  6.16595252E-16  6.60692952E-16  5.24324247E-16  4.98424944E-16  4.83504141E-16  4.78629625E-16  4.52480554E-16  4.38126971E-16  4.43403801E-16  4.40960800E-16  4.36515915E-16  4.22279117E-16  3.97374178E-16  3.94094281E-16  3.81592816E-16  3.76703980E-16  3.74627823E-16  3.66100372E-16  3.50267605E-16  3.40094978E-16  3.16227760E-16  3.12176349E-16  1.59220754E-16  5.09096476E-19   0.0000000       0.0000000      -999.00000      7.37224019E-16  5.72796184E-16  -999.00000      5.64936459E-16  6.16595252E-16  7.62780909E-16  7.45418057E-16  7.05992274E-16  6.57657927E-16  2.31632488E-16
  -999.00000      6.88365437E-18  6.82113771E-18  8.53923031E-18  9.05772531E-18  8.59521389E-18  8.16313031E-18  8.96640871E-18  8.72281974E-18  8.72281974E-18  7.87169473E-18  7.69960063E-18  8.11067052E-18  8.82710901E-18  7.86061547E-18  7.67462060E-18  8.57074589E-18  8.57074589E-18  7.68876373E-18  7.98396712E-18  7.70936715E-18  8.05385561E-18  8.29404901E-18  7.12884352E-18  7.44737920E-18  7.50873118E-18  7.38527779E-18  6.86757977E-18  7.38276729E-18  7.91076909E-18  7.24380674E-18  6.88599446E-18  7.12517994E-18  6.61251242E-18  6.66800011E-18  6.45647762E-18  6.12584939E-18  6.90437855E-18  6.43273630E-18  6.22293517E-18  5.85592258E-18  5.80758752E-18  5.62335951E-18  6.24522851E-18  5.52071963E-18  5.73224584E-18  5.48434188E-18  5.32506329E-18  5.24261696E-18  5.46297539E-18  3.66619310E-18  2.34447575E-20      -999.000000      -999.000000  -999.00000      2.71603369E-18  2.63782376E-18  -999.00000      7.28455945E-18  9.65438889E-18  7.02547159E-18  6.86555359E-18      -999.000000  8.48015390E-18  2.98677983E-18
  -999.00000      3.69828243E-16  3.78442409E-16  4.63874152E-16  5.17606799E-16  5.23841756E-16  5.04428978E-16  5.35056472E-16  5.71215567E-16  5.78628747E-16  5.72796184E-16  5.65978574E-16  5.44000769E-16  5.36537033E-16  5.19995538E-16  4.95221836E-16  5.23841756E-16  5.23841756E-16  5.14280448E-16  5.03036880E-16  5.11445905E-16  5.20475329E-16  5.06756890E-16  5.04893470E-16  4.92492484E-16  4.64301269E-16  4.57509018E-16  4.57931158E-16  4.66014869E-16  4.63446560E-16  4.36917991E-16  4.23837658E-16  4.18407594E-16  4.14954056E-16  3.94094281E-16  3.81241033E-16  3.87614056E-16  3.87971715E-16  3.90121141E-16  3.77398150E-16  3.56122853E-16  3.50267605E-16  3.41350096E-16  3.38843751E-16  3.38220521E-16  3.34502602E-16  3.25086904E-16  3.14774516E-16  3.03948165E-16  2.92954365E-16  2.96483237E-16  2.34638608E-16  2.75930495E-17   0.0000000      -999.00000      5.35550186E-16  4.71628421E-16  -999.00000      3.65426292E-16  3.79489739E-16  5.19995538E-16  5.10034589E-16  5.10034589E-16  4.62593968E-16  2.98675729E-16
  -999.00000      5.44999072E-18  5.22837456E-18  6.83590206E-18  7.15100121E-18  7.23714132E-18  7.43354047E-18  6.89927319E-18  7.36552554E-18  6.92817778E-18  7.38590644E-18  7.81928208E-18  7.01460492E-18  7.41253256E-18  6.70507021E-18  6.38562547E-18  7.23714132E-18  7.23714132E-18  6.63137669E-18  6.94971094E-18  6.59482689E-18  6.71125628E-18  7.00110450E-18  6.97536016E-18  6.80403451E-18  6.41455942E-18  6.74210185E-18  5.90478289E-18  6.00901758E-18  6.40274976E-18  6.43866181E-18  6.63627153E-18  6.55124936E-18  5.73280212E-18  5.80758752E-18  5.96931167E-18  6.06909736E-18  6.43203195E-18  6.10835246E-18  5.90914131E-18  5.57602161E-18  5.48434188E-18  5.65911025E-18  5.92964505E-18  4.98420160E-18  5.54558881E-18  5.38948866E-18  5.50844261E-18  5.03903871E-18  5.39641837E-18  5.18835101E-18  4.32220275E-18  1.19446431E-18      -999.000000  -999.00000      2.46629959E-18  2.17192875E-18  -999.00000      5.38512115E-18  7.33998138E-18  5.74720251E-18  5.63711056E-18      -999.000000  6.81703655E-18  3.30108571E-18
  -999.00000      8.96190293E-16  8.42557755E-16  8.60597121E-16  8.67759843E-16  8.63773336E-16  8.06863416E-16  7.80547849E-16  7.57181439E-16  7.35868079E-16  7.01455195E-16  6.83596775E-16  6.55842947E-16  6.42687996E-16  5.62341309E-16  5.28201540E-16  5.20954697E-16  5.03964804E-16  4.84395114E-16  4.61742382E-16  4.52480554E-16  4.46683566E-16  4.26972659E-16  4.10771328E-16  3.93006770E-16  3.70851591E-16  3.63412313E-16  3.53508751E-16  4.52480554E-16  4.95221836E-16  3.62409505E-16  3.23295774E-16  3.00607573E-16  2.90268424E-16  2.76694032E-16  2.66931581E-16  2.63511738E-16  2.58702020E-16  2.55152635E-16  2.46603849E-16  2.32916167E-16  2.29297642E-16  2.18977737E-16  2.14980827E-16  2.09894063E-16  2.04927247E-16  1.96607332E-16  1.87758657E-16  1.78648606E-16  1.77827950E-16  1.75226434E-16  1.74904151E-16  9.93573551E-17  7.58576734E-19  -999.00000      6.46844916E-16  3.97008630E-16  -999.00000      8.89610011E-16  8.26417912E-16  8.71765886E-16  8.12082303E-16  5.47519344E-16  4.92492484E-16  1.78648606E-16
  -999.00000      8.25421613E-18  8.53626735E-18  9.51167128E-18  8.79159898E-18  9.54677517E-18  8.91778373E-18  8.62693296E-18  8.36867890E-18  7.45535405E-18  7.75276849E-18  8.18500676E-18  7.85269687E-18  7.69518679E-18  6.73316044E-18  6.81088191E-18  6.71743780E-18  6.96252976E-18  6.69216495E-18  6.80448739E-18  6.25124915E-18  6.58257221E-18  6.29210153E-18  6.05334908E-18  5.79156131E-18  5.80663791E-18  6.02487132E-18  5.20949788E-18  5.83450025E-18  6.38562547E-18  6.34203801E-18  5.35979495E-18  4.70678673E-18  5.07959413E-18  4.84204689E-18  4.67120762E-18  4.85406499E-18  5.24201394E-18  4.93508857E-18  4.76974137E-18  4.71952158E-18  4.43500909E-18  4.43709069E-18  4.75211167E-18  4.05971063E-18  4.34113443E-18  4.16488706E-18  4.32330248E-18  3.78445305E-18  4.25842547E-18  4.19612719E-18  4.18840918E-18  3.29441367E-18  4.96059244E-20  -999.00000      2.38306474E-18  2.19395058E-18  -999.00000      9.01297236E-18  1.14173854E-17  8.02925940E-18  6.73159748E-18  5.54712365E-18  6.80403451E-18  2.30358013E-18
