1  5.00279000000000E-02 
2  2.75595000000000E-02 
3  5.51341000000000E-02 
4  3.88445000000000E-02 
5  3.06979000000000E-02 
6  4.36973000000000E-02 
7  4.57911000000000E-02 
8  5.98139000000000E-02 
9  3.71259000000000E-02 
10 4.34839000000000E-02 
11 4.17219000000000E-02 
12 4.43111000000000E-02 
13 3.86977000000000E-02 
14 3.50103000000000E-02 
15 3.35439000000000E-02 
16 3.34951000000000E-02 
17 3.70326000000000E-02 
18 1.86639000000000E-02 
19 4.69548000000000E-02 
20 2.89356000000000E-02 
21 3.17678000000000E-02 
22 2.04300000000000E-02 
23 2.83361000000000E-02 
24 3.19378000000000E-02 
25 3.16887000000000E-02 
26 2.98919000000000E-02 
27 2.73266000000000E-02 
28 3.16522000000000E-02 
29 2.81930000000000E-02 
30 3.95111000000000E-02 
31 4.92815000000000E-02 
32 4.03269000000000E-02 
33 2.62437000000000E-02 
34 3.80866000000000E-02 
35 6.11082000000000E-02 
36 2.80908000000000E-02 
37 5.85671000000000E-02 
38 3.74886000000000E-02 
39 4.25563000000000E-02 
40 2.92675000000000E-02 
41 5.16843000000000E-02 
42 6.10675000000000E-02 
43 3.15115000000000E-02 
44 4.20100000000000E-02 
45 4.27456000000000E-02 
46 2.84617000000000E-02 
47 2.80637000000000E-02 
48 4.12191000000000E-02 
49 4.49153000000000E-02 
50 4.00673000000000E-02 
51 3.00325000000000E-02 
52 2.83391000000000E-02 
53 2.93881000000000E-02 
54 4.01550000000000E-02 
55 4.44805000000000E-02 
56 4.76183000000000E-02 
57 3.76379000000000E-02 
58 3.39519000000000E-02 
59 2.34649000000000E-02 
60 2.51678000000000E-02 
61 4.10615000000000E-02 
62 4.09113000000000E-02 
63 4.09113000000000E-02 
64 4.69801000000000E-02 
65 4.78402000000000E-02 
66 3.39886000000000E-02 
67 3.19587000000000E-02 
68 5.12147000000000E-02 
69 3.06263000000000E-02 
70 3.08979000000000E-02 
71 3.58944000000000E-02 
72 4.17500000000000E-02 
73 3.25962000000000E-02 
74 2.96712000000000E-02 
75 2.87684000000000E-02 
76 3.69918000000000E-02 
77 3.20785000000000E-02 
78 2.60010000000000E-02 
79 2.19920000000000E-02 
80 7.76302000000000E-02 
81 4.47046000000000E-02 
82 4.29993000000000E-02 
83 2.88292000000000E-02 
84 8.30926000000000E-02 
85 3.67484000000000E-02 
86 1.91741000000000E-02 
87 3.34224000000000E-02 
88 3.98087000000000E-02 
89 4.58598000000000E-02 
90 6.46371000000000E-02 
91 3.38468000000000E-02 
92 7.01115000000000E-02 
93 3.33006000000000E-02 
94 2.64604000000000E-02 
95 4.77888000000000E-02 
96 2.94455000000000E-02 
97 2.26145000000000E-02 
98 4.51489000000000E-02 
99 3.41500000000000E-02 
100 3.33006000000000E-02 
